0.99676,0.66159,0.40239,0.19938,0.089673,0.059527,0.2785,0.094529,0.086121,0.092394,0.28794,0.36732,0.054251,0.39225,0.1163,0.14107,0.10095,0.072854,0.050764,0.1463,0.25331,0.074413,0.35639,0.31497
0.99685,0.62749,0.38606,0.19242,0.084397,0.05268,0.263,0.085782,0.069666,0.09399,0.24607,0.41023,0.052139,0.38092,0.10732,0.11378,0.095344,0.068117,0.047371,0.1579,0.23787,0.067704,0.33511,0.35674
0.99672,0.63485,0.39449,0.19742,0.085783,0.052337,0.23404,0.096699,0.066835,0.10551,0.22263,0.46309,0.054766,0.35799,0.10468,0.10328,0.10764,0.06971,0.046218,0.18217,0.232,0.066021,0.32449,0.42467
0.99631,0.62847,0.39799,0.19918,0.088168,0.052626,0.19278,0.12075,0.06944,0.12726,0.194,0.47035,0.059635,0.30141,0.10172,0.087899,0.133,0.07553,0.047436,0.21024,0.21652,0.063857,0.28531,0.43685
0.99579,0.63266,0.38154,0.19365,0.089611,0.052103,0.14433,0.16734,0.075156,0.16356,0.17186,0.46605,0.064321,0.23105,0.098129,0.076402,0.17112,0.081114,0.049306,0.25787,0.21407,0.065913,0.26399,0.48721
0.99333,0.61674,0.38307,0.19698,0.091467,0.052131,0.10476,0.22895,0.073364,0.23426,0.16054,0.44654,0.06741,0.16575,0.090241,0.064844,0.23809,0.0926,0.045882,0.26773,0.19602,0.067577,0.22945,0.50062
0.98974,0.62123,0.38202,0.19505,0.090032,0.047113,0.077154,0.29632,0.074297,0.35544,0.14316,0.38827,0.080587,0.12329,0.082733,0.059233,0.33534,0.11366,0.047524,0.26556,0.17807,0.077555,0.2018,0.49311
0.99216,0.64362,0.389,0.20227,0.092729,0.046714,0.064138,0.32211,0.076509,0.48721,0.12797,0.33779,0.10614,0.1052,0.083324,0.060952,0.43207,0.18483,0.053971,0.24232,0.16766,0.10901,0.187,0.48287
0.98888,0.64698,0.38938,0.20593,0.097451,0.048342,0.055882,0.3126,0.077222,0.58655,0.12188,0.27715,0.13068,0.093696,0.085826,0.061408,0.48237,0.29387,0.056176,0.21355,0.15103,0.12571,0.17354,0.47325
0.98851,0.62248,0.38898,0.21016,0.097562,0.047002,0.050013,0.29255,0.081481,0.645,0.11566,0.22579,0.14588,0.087441,0.090246,0.06123,0.49634,0.37858,0.057968,0.19768,0.14169,0.12802,0.16949,0.45516
0.98833,0.64655,0.38611,0.20428,0.095105,0.041774,0.04452,0.26618,0.074741,0.68537,0.11385,0.17669,0.16172,0.081569,0.088495,0.056999,0.50348,0.42001,0.057175,0.20667,0.12835,0.11686,0.17353,0.43231
0.98428,0.63093,0.38743,0.20007,0.093006,0.037321,0.039803,0.22505,0.067796,0.7133,0.11361,0.12896,0.20302,0.0763,0.086815,0.055576,0.49734,0.4504,0.057512,0.20144,0.12356,0.10496,0.16379,0.38496
0.99231,0.65046,0.39515,0.20492,0.091813,0.036336,0.039782,0.20765,0.077048,0.74981,0.11328,0.11292,0.2801,0.075509,0.096897,0.05601,0.47358,0.49268,0.065891,0.22177,0.1164,0.099396,0.16614,0.34966
0.99232,0.6562,0.39305,0.20383,0.094272,0.036366,0.039459,0.17866,0.086682,0.77332,0.13142,0.095863,0.38476,0.078581,0.13374,0.059246,0.44776,0.53525,0.071697,0.25429,0.10222,0.090537,0.15705,0.28906
0.99534,0.63557,0.393,0.20001,0.090141,0.03343,0.037324,0.1383,0.11061,0.79208,0.18972,0.084079,0.49866,0.073081,0.25417,0.056883,0.40216,0.57954,0.089293,0.349,0.099307,0.086813,0.15968,0.23469
0.99658,0.65795,0.38923,0.19998,0.089203,0.033384,0.036311,0.13542,0.16707,0.82398,0.25647,0.080793,0.56347,0.075456,0.37564,0.066417,0.38452,0.61746,0.098282,0.4164,0.096417,0.088707,0.17351,0.2164
0.99749,0.65899,0.38409,0.20149,0.092802,0.035278,0.039176,0.12287,0.31845,0.85764,0.37226,0.086048,0.56597,0.077946,0.49463,0.083209,0.35432,0.64029,0.098463,0.4663,0.10391,0.092056,0.18959,0.18141
0.99926,0.64775,0.38,0.20142,0.089677,0.035226,0.0363,0.1089,0.50522,0.8456,0.52579,0.075917,0.55392,0.071988,0.55397,0.095554,0.32634,0.64718,0.10174,0.47669,0.10467,0.092689,0.20959,0.1636
0.99759,0.65568,0.39506,0.20271,0.094851,0.038864,0.039844,0.11487,0.61981,0.9003,0.66646,0.080324,0.56731,0.07697,0.59089,0.11671,0.34097,0.67805,0.10833,0.51372,0.10647,0.096788,0.21927,0.16105
0.99999,0.63592,0.37436,0.19703,0.093251,0.041261,0.042218,0.11304,0.68304,0.88522,0.75404,0.08151,0.56078,0.082257,0.5946,0.1472,0.32225,0.65681,0.12299,0.52837,0.11499,0.10722,0.25035,0.16128
0.99839,0.64353,0.3878,0.20407,0.092951,0.04176,0.041869,0.10067,0.7176,0.88238,0.83091,0.076705,0.55211,0.083465,0.59975,0.17195,0.31854,0.66475,0.1372,0.5407,0.11337,0.10953,0.28148,0.14646
0.99908,0.64934,0.38391,0.19736,0.09933,0.046318,0.047212,0.10444,0.74108,0.90431,0.89351,0.082635,0.56809,0.1004,0.6026,0.23,0.32768,0.66321,0.14022,0.56564,0.12103,0.1119,0.32546,0.15387
1.0004,0.63513,0.37921,0.20538,0.10392,0.053078,0.054165,0.12239,0.74378,0.90404,0.90841,0.095066,0.57998,0.11502,0.61102,0.26181,0.3373,0.68987,0.14031,0.58963,0.13297,0.12289,0.33964,0.17219
0.99865,0.65523,0.38277,0.20685,0.10674,0.057136,0.056696,0.13091,0.77216,0.92751,0.94415,0.094837,0.60365,0.14244,0.61937,0.34365,0.36021,0.69243,0.13196,0.61807,0.12882,0.12293,0.33639,0.18245
0.99865,0.65523,0.38277,0.20685,0.10674,0.057136,0.056696,0.13091,0.77216,0.92751,0.94415,0.094837,0.60365,0.14244,0.61937,0.34365,0.36021,0.69243,0.13196,0.61807,0.12882,0.12293,0.33639,0.18245
0.99865,0.65523,0.38277,0.20685,0.10674,0.057136,0.056696,0.13091,0.77216,0.92751,0.94415,0.094837,0.60365,0.14244,0.61937,0.34365,0.36021,0.69243,0.13196,0.61807,0.12882,0.12293,0.33639,0.18245
